CustomerID,Recency,Frequency,Monetary,Cluster,Segment,churn_probability,churn_predicted
15040,541,1,7.49,0,Dormant / At-Risk,0.9999232,1
15041,170,2,289.4,0,Dormant / At-Risk,0.9997507,1
15042,199,2,315.45,0,Dormant / At-Risk,0.99978954,1
15043,31,6,2870.32,1,Champions,0.00020773963,0
15044,19,35,16024.15,1,Champions,6.47141e-05,0
15045,151,2,735.66,0,Dormant / At-Risk,0.99964976,1
15046,9,25,7623.79,1,Champions,6.234962e-05,0
15047,269,1,343.62,0,Dormant / At-Risk,0.9998559,1
15048,65,4,381.0,0,Dormant / At-Risk,0.9850284,1
15049,273,1,121.17000000000002,0,Dormant / At-Risk,0.99994445,1
15050,25,5,4087.19,1,Champions,0.00013987035,0
15051,23,9,3926.91,1,Champions,8.284608e-05,0
15052,319,1,207.73,0,Dormant / At-Risk,0.99994576,1
15053,4,3,693.95,1,Champions,0.026907815,0
15054,12,2,302.1,0,Dormant / At-Risk,0.99214244,1
15055,474,3,549.12,0,Dormant / At-Risk,0.99954885,1
15056,520,1,113.65,0,Dormant / At-Risk,0.9999256,1
15057,275,5,3255.96,1,Champions,0.15553372,0
15058,25,16,3387.58,1,Champions,0.00010643627,0
15059,40,19,3491.2,1,Champions,0.00013728485,0
15060,8,4,294.25,1,Champions,0.3281741,0
15061,3,127,126389.02,1,Champions,6.234962e-05,0
15062,71,8,2585.62,1,Champions,0.0002518304,0
15063,213,1,370.8,0,Dormant / At-Risk,0.9998715,1
15064,410,4,1254.41,0,Dormant / At-Risk,0.99700385,1
15065,37,5,3326.86,1,Champions,0.00042275383,0
15066,53,1,893.59,0,Dormant / At-Risk,0.99598277,1
15067,78,5,3862.88,1,Champions,0.00097299396,0
15068,46,4,1174.9,1,Champions,0.23123121,0
15069,179,1,1109.53,0,Dormant / At-Risk,0.9996147,1
15070,372,3,737.0500000000001,0,Dormant / At-Risk,0.9994579,1
15071,93,4,1455.5600000000002,0,Dormant / At-Risk,0.7533159,1
15072,479,1,187.52,0,Dormant / At-Risk,0.9999403,1
15073,9,8,2788.02,1,Champions,9.347649e-05,0
15074,105,3,1553.13,0,Dormant / At-Risk,0.95565176,1
15075,77,1,773.03,0,Dormant / At-Risk,0.99960166,1
15076,172,3,1447.74,0,Dormant / At-Risk,0.9805319,1
15077,494,2,2428.08,0,Dormant / At-Risk,0.9962196,1
15078,7,53,17286.73,1,Champions,6.234962e-05,0
15079,212,11,3625.4,1,Champions,0.0010467835,0
15080,427,2,546.25,0,Dormant / At-Risk,0.99971443,1
15081,22,12,1854.57,1,Champions,0.00018004242,0
15082,668,1,93.35,0,Dormant / At-Risk,0.9999045,1
15083,256,1,88.2,0,Dormant / At-Risk,0.99994445,1
15084,379,2,965.2,0,Dormant / At-Risk,0.9996288,1
15085,729,1,347.54,0,Dormant / At-Risk,0.99973553,1
15086,564,2,218.53,0,Dormant / At-Risk,0.9998888,1
15087,281,1,306.94,0,Dormant / At-Risk,0.99988925,1
15088,21,2,1160.07,0,Dormant / At-Risk,0.7523597,1
15089,10,6,2420.84,1,Champions,0.00022182739,0
15090,308,1,381.32,0,Dormant / At-Risk,0.9998789,1
15091,67,3,1046.61,0,Dormant / At-Risk,0.980185,1
15092,215,3,776.46,0,Dormant / At-Risk,0.9992551,1
15093,18,23,13702.38,1,Champions,6.455132e-05,0
15094,463,2,83.0,0,Dormant / At-Risk,0.99992645,1
15095,103,10,3141.64,1,Champions,0.00036835027,0
15096,42,1,219.39,0,Dormant / At-Risk,0.99984777,1
15097,4,3,908.35,1,Champions,0.0080290735,0
15098,182,3,39916.5,1,Champions,0.24585195,0
15099,84,1,410.48,0,Dormant / At-Risk,0.9997738,1
15100,333,7,2193.9,1,Champions,0.40313563,0
15101,8,6,1477.94,1,Champions,0.0009009985,0
15102,530,2,554.67,0,Dormant / At-Risk,0.99963367,1
15103,31,2,703.36,0,Dormant / At-Risk,0.99642146,1
15104,196,2,993.54,0,Dormant / At-Risk,0.99954236,1
15105,18,9,3094.91,1,Champions,8.857912e-05,0
15106,17,5,1422.52,1,Champions,0.0014746006,0
15107,311,9,824.35,0,Dormant / At-Risk,0.76282287,1
15108,141,4,1300.25,0,Dormant / At-Risk,0.97596985,1
15109,245,3,983.1,0,Dormant / At-Risk,0.9991375,1
15110,23,6,1505.85,1,Champions,0.0011550797,0
15111,29,5,2442.37,1,Champions,0.00072470383,0
15112,611,1,209.4,0,Dormant / At-Risk,0.9999113,1
15113,9,3,3509.43,1,Champions,0.0020388365,0
15114,30,12,3400.12,1,Champions,0.00013544998,0
15115,18,2,531.85,0,Dormant / At-Risk,0.98441803,1
15116,17,4,1352.75,1,Champions,0.0030056415,0
15117,14,8,2485.97,1,Champions,9.573819e-05,0
15118,134,1,244.8,0,Dormant / At-Risk,0.9999324,1
15119,245,1,266.4,0,Dormant / At-Risk,0.99990046,1
15120,133,1,358.82,0,Dormant / At-Risk,0.9998492,1
15121,50,2,457.72,0,Dormant / At-Risk,0.99919766,1
15122,114,11,4487.27,1,Champions,0.0002655762,0
15123,7,5,4656.17,1,Champions,9.690662e-05,0
15124,22,4,450.82,0,Dormant / At-Risk,0.5222714,1
15125,25,24,17024.87,1,Champions,7.7381366e-05,0
15126,536,2,449.49,0,Dormant / At-Risk,0.9996457,1
15127,65,2,711.5,0,Dormant / At-Risk,0.9990306,1
15128,60,5,1783.68,1,Champions,0.01234798,0
15129,50,23,6860.18,1,Champions,0.000113763504,0
15130,169,1,330.11,0,Dormant / At-Risk,0.9998136,1
15131,394,1,80.28,0,Dormant / At-Risk,0.9999467,1
15132,18,5,977.93,1,Champions,0.004844697,0
15133,127,5,1806.9,1,Champions,0.26206207,0
15134,14,10,1596.29,1,Champions,0.00020585993,0
15135,239,2,305.68,0,Dormant / At-Risk,0.9998136,1
15136,2,4,1286.7,1,Champions,0.0019930862,0
15137,520,2,823.4,0,Dormant / At-Risk,0.9995815,1
15138,393,1,502.52,0,Dormant / At-Risk,0.9998578,1
15139,239,2,178.96,0,Dormant / At-Risk,0.99993,1
15140,52,8,3243.69,1,Champions,0.00016908332,0
15141,457,7,1388.47,0,Dormant / At-Risk,0.9507349,1
15142,46,6,2619.92,1,Champions,0.00024893758,0
15143,225,2,563.63,0,Dormant / At-Risk,0.9997197,1
15144,8,29,12160.31,1,Champions,6.234962e-05,0
15145,4,4,1194.73,1,Champions,0.0022988971,0
15146,164,2,1327.16,0,Dormant / At-Risk,0.9978217,1
15147,240,1,623.5,0,Dormant / At-Risk,0.999856,1
15148,10,1,301.29,0,Dormant / At-Risk,0.99769336,1
15149,133,5,1554.61,0,Dormant / At-Risk,0.602822,1
15150,17,13,8977.94,1,Champions,6.455132e-05,0
15151,423,2,2085.61,0,Dormant / At-Risk,0.9980028,1
15152,9,14,5263.83,1,Champions,6.264033e-05,0
15153,31,1,329.25,0,Dormant / At-Risk,0.9995388,1
15154,75,3,1343.72,0,Dormant / At-Risk,0.9610773,1
15155,383,1,383.97,0,Dormant / At-Risk,0.9998692,1
15156,1,3,961.49,1,Champions,0.006560165,0
15157,3,5,2654.11,1,Champions,0.00022785139,0
15158,45,2,606.02,0,Dormant / At-Risk,0.9987771,1
15159,1,34,22116.73,1,Champions,6.234962e-05,0
15160,357,4,589.27,0,Dormant / At-Risk,0.99927646,1
15161,388,1,119.92,0,Dormant / At-Risk,0.9999467,1
15162,731,1,312.9,0,Dormant / At-Risk,0.9997967,1
15163,18,2,304.47,0,Dormant / At-Risk,0.9968034,1
15164,68,9,2028.11,1,Champions,0.00047236786,0
15165,373,1,487.75,0,Dormant / At-Risk,0.9998578,1
15166,467,1,167.16,0,Dormant / At-Risk,0.9999403,1
15167,320,5,1627.62,0,Dormant / At-Risk,0.9835788,1
15168,25,1,106.56,0,Dormant / At-Risk,0.99970454,1
15169,382,2,569.22,0,Dormant / At-Risk,0.99973744,1
15170,406,1,81.15,0,Dormant / At-Risk,0.99994564,1
15171,331,1,1289.5,0,Dormant / At-Risk,0.9997003,1
15172,8,5,1624.05,1,Champions,0.0010062989,0
15173,380,7,1494.6,0,Dormant / At-Risk,0.9480737,1
15174,322,2,481.46,0,Dormant / At-Risk,0.9997278,1
15175,71,1,224.14,0,Dormant / At-Risk,0.9998882,1
15176,667,1,988.04,0,Dormant / At-Risk,0.9996464,1
15177,425,1,948.93,0,Dormant / At-Risk,0.99979085,1
15178,260,1,40.5,0,Dormant / At-Risk,0.99994445,1
15179,18,13,7491.92,1,Champions,6.455132e-05,0
15180,367,3,816.9300000000001,0,Dormant / At-Risk,0.9993326,1
15181,66,5,1200.2,1,Champions,0.07550885,0
15182,154,11,2998.952,1,Champions,0.0013522801,0
15183,547,3,639.93,0,Dormant / At-Risk,0.9992132,1
15184,29,4,685.39,0,Dormant / At-Risk,0.69620085,1
15185,70,1,310.62,0,Dormant / At-Risk,0.9997633,1
15186,14,5,1403.2,1,Champions,0.0014404997,0
15187,1,16,4777.18,1,Champions,6.264033e-05,0
15188,725,1,310.43,0,Dormant / At-Risk,0.9997967,1
15189,1,46,17524.38,1,Champions,6.234962e-05,0
15190,434,1,834.4399999999999,0,Dormant / At-Risk,0.9998242,1
15191,463,3,588.05,0,Dormant / At-Risk,0.9995622,1
15192,119,5,1666.39,1,Champions,0.27976757,0
15193,60,1,499.32,0,Dormant / At-Risk,0.9996537,1
15194,3,28,12021.53,1,Champions,6.234962e-05,0
15195,2,1,3861.0,1,Champions,0.12559086,0
15196,432,2,313.7,0,Dormant / At-Risk,0.9998165,1
15197,10,6,1877.51,1,Champions,0.00059129257,0
15198,92,5,571.35,0,Dormant / At-Risk,0.93057555,1
15199,59,10,3122.4,1,Champions,0.0001688167,0
15200,494,1,549.0500000000001,0,Dormant / At-Risk,0.9998379,1
15201,87,7,1842.95,1,Champions,0.0067632548,0
15202,420,3,6001.49,0,Dormant / At-Risk,0.67519754,1
15203,25,15,4400.18,1,Champions,7.774215e-05,0
15204,357,1,316.58,0,Dormant / At-Risk,0.9998938,1
15205,85,2,653.24,0,Dormant / At-Risk,0.9994709,1
15206,10,4,420.3,1,Champions,0.0758811,0
15207,416,3,683.92,0,Dormant / At-Risk,0.9994505,1
15208,1,6,970.52,1,Champions,0.0014966968,0
15209,730,1,178.98000000000002,0,Dormant / At-Risk,0.99989796,1
15210,225,3,1176.19,0,Dormant / At-Risk,0.99844944,1
15211,60,2,894.4100000000001,0,Dormant / At-Risk,0.9951375,1
15212,241,2,208.28,0,Dormant / At-Risk,0.99993,1
15213,318,2,328.35,0,Dormant / At-Risk,0.99974626,1
15214,1,8,1661.44,1,Champions,0.00033790484,0
15215,46,7,2422.4300000000003,1,Champions,0.00032697993,0
15216,87,2,486.09,0,Dormant / At-Risk,0.99956554,1
15217,563,1,426.24,0,Dormant / At-Risk,0.9997663,1
15218,10,22,11468.83,1,Champions,6.4861444e-05,0
15219,176,2,685.45,0,Dormant / At-Risk,0.9996226,1
15220,51,6,1778.96,1,Champions,0.0014693408,0
15221,366,4,2062.2,0,Dormant / At-Risk,0.9858538,1
15222,318,11,3550.91,1,Champions,0.0036305597,0
15223,225,5,1417.95,0,Dormant / At-Risk,0.9631445,1
15224,358,5,871.36,0,Dormant / At-Risk,0.99596834,1
15225,234,1,409.4,0,Dormant / At-Risk,0.99985135,1
15226,310,1,154.41,0,Dormant / At-Risk,0.99994576,1
15227,36,9,2488.49,1,Champions,0.0001338312,0
15228,66,6,5580.27,1,Champions,0.000169132,0
15229,586,1,160.5,0,Dormant / At-Risk,0.9999113,1
15230,239,2,429.6,0,Dormant / At-Risk,0.9997236,1
15231,621,1,250.26,0,Dormant / At-Risk,0.9999113,1
15232,113,2,612.06,0,Dormant / At-Risk,0.9996045,1
15233,401,1,59.400000000000006,0,Dormant / At-Risk,0.99994564,1
15234,276,1,197.0,0,Dormant / At-Risk,0.99994445,1
15235,217,16,2772.76,1,Champions,0.0019387208,0
15236,298,1,321.05,0,Dormant / At-Risk,0.9998919,1
15237,1,4,1412.32,1,Champions,0.0017905512,0
15238,29,3,1071.99,1,Champions,0.41411215,0
15239,10,2,780.59,0,Dormant / At-Risk,0.7574842,1
15240,44,12,4459.9800000000005,1,Champions,0.00010766624,0
15241,66,11,3050.16,1,Champions,0.00019601492,0
15242,422,1,302.04,0,Dormant / At-Risk,0.9998884,1
15243,74,2,927.28,0,Dormant / At-Risk,0.99862874,1
15244,65,3,912.08,0,Dormant / At-Risk,0.9840305,1
15245,134,8,4610.84,1,Champions,0.0007171493,0
15246,238,3,780.4,0,Dormant / At-Risk,0.99926394,1
15247,122,3,976.06,0,Dormant / At-Risk,0.9984428,1
15248,411,3,1893.93,0,Dormant / At-Risk,0.9956874,1
15249,31,18,9266.0,1,Champions,9.467345e-05,0
15250,640,1,60.0,0,Dormant / At-Risk,0.9999045,1
15251,9,21,20324.54,1,Champions,6.234962e-05,0
15252,36,5,2103.41,1,Champions,0.0015879491,0
15253,16,8,2055.09,1,Champions,0.00021548272,0
15254,127,3,1088.35,0,Dormant / At-Risk,0.9975702,1
15255,66,9,3706.02,1,Champions,0.00017513883,0
15256,148,2,170.4,0,Dormant / At-Risk,0.999915,1
15257,283,2,685.9,0,Dormant / At-Risk,0.9996985,1
15258,168,2,623.16,0,Dormant / At-Risk,0.99968135,1
15259,512,4,1182.38,0,Dormant / At-Risk,0.99616784,1
15260,100,25,8767.73,1,Champions,0.00023944862,0
15261,135,4,1508.0,0,Dormant / At-Risk,0.9173262,1
15262,323,3,418.82,0,Dormant / At-Risk,0.99961865,1
15263,106,1,156.51,0,Dormant / At-Risk,0.9999163,1
15264,64,2,848.4,0,Dormant / At-Risk,0.99716586,1
15265,151,4,3345.64,1,Champions,0.19093427,0
15266,338,5,852.21,0,Dormant / At-Risk,0.99609816,1
15267,22,5,1717.36,1,Champions,0.0010150978,0
15268,478,3,961.9,0,Dormant / At-Risk,0.9991085,1
15269,23,3,1225.36,1,Champions,0.09219223,0
15270,15,21,8524.86,1,Champions,6.507097e-05,0
15271,7,24,4528.54,1,Champions,6.264033e-05,0
15272,57,6,2030.95,1,Champions,0.0010421526,0
15273,599,1,228.96,0,Dormant / At-Risk,0.9999113,1
15274,4,2,716.57,1,Champions,0.10133785,0
15275,37,1,615.14,0,Dormant / At-Risk,0.9993986,1
15276,66,4,619.8,0,Dormant / At-Risk,0.9784896,1
15277,46,2,476.34,0,Dormant / At-Risk,0.9990701,1
15278,561,4,496.16,0,Dormant / At-Risk,0.99873775,1
15279,354,5,1580.54,0,Dormant / At-Risk,0.99000484,1
15280,172,3,397.52,0,Dormant / At-Risk,0.9994475,1
15281,58,16,8543.57,1,Champions,0.00012410388,0
15282,570,1,348.59,0,Dormant / At-Risk,0.9997657,1
15283,390,3,148.32999999999998,0,Dormant / At-Risk,0.9999069,1
15284,500,1,24.75,0,Dormant / At-Risk,0.9999403,1
15285,407,1,94.92,0,Dormant / At-Risk,0.99994564,1
15286,49,1,240.55,0,Dormant / At-Risk,0.99987876,1
15287,22,5,856.03,1,Champions,0.0057414826,0
15288,43,10,3715.38,1,Champions,0.00013284912,0
15289,29,5,1593.09,1,Champions,0.0038388625,0
15290,4,26,10496.28,1,Champions,6.234962e-05,0
15291,25,40,13517.76,1,Champions,7.7381366e-05,0
15292,201,1,178.39,0,Dormant / At-Risk,0.99993587,1
15293,665,1,247.5,0,Dormant / At-Risk,0.9999045,1
15294,410,1,233.35,0,Dormant / At-Risk,0.99994564,1
15295,654,1,207.04,0,Dormant / At-Risk,0.9999045,1
15296,50,12,10323.03,1,Champions,0.000113763504,0
15297,10,3,641.94,1,Champions,0.2936219,0
15298,2,23,9061.77,1,Champions,6.234962e-05,0
15299,67,10,6156.53,1,Champions,0.00014495192,0
15300,64,1,496.44,0,Dormant / At-Risk,0.99965394,1
15301,50,17,6909.67,1,Champions,0.000113763504,0
15302,730,1,308.0,0,Dormant / At-Risk,0.9997967,1
15303,290,3,1224.18,0,Dormant / At-Risk,0.99845564,1
15304,60,9,796.4,1,Champions,0.039567262,0
15305,555,1,93.6,0,Dormant / At-Risk,0.99990964,1
15306,64,9,3484.73,1,Champions,0.00018556496,0
15307,95,1,205.3,0,Dormant / At-Risk,0.9999161,1
15308,274,1,310.47,0,Dormant / At-Risk,0.99988925,1
15309,610,4,797.96,0,Dormant / At-Risk,0.99758995,1
15310,478,1,1634.64,0,Dormant / At-Risk,0.9994536,1
15311,0,208,114966.42,1,Champions,6.234962e-05,0
15312,75,12,2930.19,1,Champions,0.00021595972,0
15313,110,1,52.0,0,Dormant / At-Risk,0.9999163,1
15314,199,3,820.45,0,Dormant / At-Risk,0.9991036,1
15315,64,2,570.5,0,Dormant / At-Risk,0.99933416,1
15316,326,1,165.0,0,Dormant / At-Risk,0.9999467,1
15317,677,1,129.75,0,Dormant / At-Risk,0.9999045,1
15318,3,1,312.62,0,Dormant / At-Risk,0.9776039,1
15319,283,1,204.5,0,Dormant / At-Risk,0.99994445,1
15320,44,1,267.13,0,Dormant / At-Risk,0.9997259,1
15321,70,12,6709.7300000000005,1,Champions,0.00014665864,0
15322,85,2,1390.86,0,Dormant / At-Risk,0.99018717,1
15323,562,3,434.6,0,Dormant / At-Risk,0.9993399,1
15324,701,1,140.22000000000003,0,Dormant / At-Risk,0.99989796,1
15325,103,8,1601.46,1,Champions,0.0110677695,0
15326,333,5,1700.52,0,Dormant / At-Risk,0.9824394,1
15327,52,1,208.75,0,Dormant / At-Risk,0.9998789,1
15328,407,1,107.24,0,Dormant / At-Risk,0.99994564,1
15329,39,11,2958.83,1,Champions,0.00013977195,0
15330,32,2,714.9599999999999,0,Dormant / At-Risk,0.99642146,1
15331,499,3,767.91,0,Dormant / At-Risk,0.99932265,1
15332,366,6,4892.68,1,Champions,0.06698346,0
15333,208,1,1028.56,0,Dormant / At-Risk,0.9997881,1
15334,156,3,350.82,0,Dormant / At-Risk,0.99953806,1
15335,53,1,170.22,0,Dormant / At-Risk,0.9998789,1
15336,401,1,240.5,0,Dormant / At-Risk,0.99994564,1
15337,411,1,373.02,0,Dormant / At-Risk,0.9998785,1
15338,677,1,277.93,0,Dormant / At-Risk,0.99979216,1
15339,66,7,1821.02,1,Champions,0.002599903,0
15340,561,1,105.5,0,Dormant / At-Risk,0.99990964,1
15341,80,2,2402.72,0,Dormant / At-Risk,0.91308284,1
15342,129,1,406.09,0,Dormant / At-Risk,0.9998234,1
15343,87,1,364.5,0,Dormant / At-Risk,0.9998068,1
15344,0,3,563.94,1,Champions,0.0260675,0
15345,45,1,393.54,0,Dormant / At-Risk,0.99954623,1
15346,332,3,596.12,0,Dormant / At-Risk,0.99960953,1
15347,366,4,1162.0,0,Dormant / At-Risk,0.9972898,1
15348,72,1,158.04,0,Dormant / At-Risk,0.999892,1
15349,158,2,463.91,0,Dormant / At-Risk,0.9996785,1
15350,373,2,547.6,0,Dormant / At-Risk,0.99972826,1
15351,12,10,3430.22,1,Champions,8.9504116e-05,0
15352,548,1,111.15,0,Dormant / At-Risk,0.9999057,1
15353,254,7,2794.47,1,Champions,0.051460378,0
15354,603,3,284.4,0,Dormant / At-Risk,0.99955255,1
15355,29,2,277.05,0,Dormant / At-Risk,0.99877006,1
15356,31,13,3239.57,1,Champions,0.00013022043,0
15358,4,42,16425.86,1,Champions,6.234962e-05,0
15359,662,8,181.35,0,Dormant / At-Risk,0.99153346,1
15360,39,1,427.93,0,Dormant / At-Risk,0.99950206,1
15361,361,4,689.07,0,Dormant / At-Risk,0.9988789,1
15362,448,2,613.08,0,Dormant / At-Risk,0.9997267,1
15363,372,2,678.11,0,Dormant / At-Risk,0.9997017,1
15364,95,2,913.19,0,Dormant / At-Risk,0.9992655,1
15365,25,13,4557.13,1,Champions,7.774215e-05,0
15366,75,7,2389.08,1,Champions,0.00064489833,0
15367,57,11,5081.33,1,Champions,0.0001214279,0
15368,21,2,722.74,0,Dormant / At-Risk,0.9713628,1
15369,492,11,6251.26,1,Champions,0.0032186129,0
15370,40,8,3739.01,1,Champions,0.00013302531,0
15371,662,1,59.400000000000006,0,Dormant / At-Risk,0.9999045,1
15372,137,8,6017.06,1,Champions,0.0009867384,0
15373,8,17,3084.54,1,Champions,8.650666e-05,0
15374,128,2,307.32,0,Dormant / At-Risk,0.99977845,1
15375,690,1,60.96,0,Dormant / At-Risk,0.9999045,1
15376,40,3,1221.56,0,Dormant / At-Risk,0.549476,1
15377,382,4,1211.75,0,Dormant / At-Risk,0.9971251,1
15378,462,2,246.5,0,Dormant / At-Risk,0.99992645,1
15379,169,8,4877.84,1,Champions,0.0013258896,0
15380,8,11,3248.96,1,Champions,8.576102e-05,0
15381,213,5,1890.57,0,Dormant / At-Risk,0.87397146,1
15382,14,12,13733.55,1,Champions,6.507097e-05,0
15384,169,4,2027.79,0,Dormant / At-Risk,0.8230034,1
15385,40,3,942.08,0,Dormant / At-Risk,0.86993116,1
15386,186,1,394.14,0,Dormant / At-Risk,0.9998221,1
15387,492,1,468.65,0,Dormant / At-Risk,0.9998485,1
15388,270,1,140.54,0,Dormant / At-Risk,0.99994445,1
15389,172,5,2733.8,1,Champions,0.09506891,0
15390,396,2,1216.66,0,Dormant / At-Risk,0.9994904,1
15391,584,1,289.87,0,Dormant / At-Risk,0.9998031,1
15392,4,7,2911.62,1,Champions,0.0001199921,0
15393,16,5,891.34,1,Champions,0.0042468207,0
15394,9,11,5286.8,1,Champions,6.264033e-05,0
15395,325,1,107.45,0,Dormant / At-Risk,0.9999467,1
15396,112,2,796.38,0,Dormant / At-Risk,0.9994561,1
15397,289,1,94.0,0,Dormant / At-Risk,0.99994445,1
15398,16,2,1345.53,1,Champions,0.54124594,1
15399,1,3,815.77,1,Champions,0.00830633,0
15400,92,8,1302.3,1,Champions,0.0607306,0
15401,452,2,216.95,0,Dormant / At-Risk,0.99992883,1
15402,148,6,1830.54,1,Champions,0.111069694,0
15403,491,2,170.88,0,Dormant / At-Risk,0.99992645,1
15404,375,1,257.06,0,Dormant / At-Risk,0.9999056,1
15405,189,2,659.84,0,Dormant / At-Risk,0.99961865,1
15406,31,4,975.87,1,Champions,0.17022279,0
15407,33,4,1046.74,1,Champions,0.15214318,0
15408,264,1,267.18,0,Dormant / At-Risk,0.99990153,1
15409,721,1,131.25,0,Dormant / At-Risk,0.99989796,1
15410,84,10,4685.72,1,Champions,0.0002192049,0
15411,26,4,1348.93,1,Champions,0.010293969,0
15412,171,1,190.53,0,Dormant / At-Risk,0.9999304,1
15413,691,5,6798.72,1,Champions,0.16074331,0
15414,9,3,774.9000000000001,1,Champions,0.039181013,0
15415,313,1,559.61,0,Dormant / At-Risk,0.9998561,1
15416,64,7,4572.82,1,Champions,0.0001485185,0
15417,85,1,508.8,0,Dormant / At-Risk,0.9997687,1
15418,425,2,449.42,0,Dormant / At-Risk,0.99973327,1
15419,24,1,135.86,0,Dormant / At-Risk,0.9996778,1
15420,434,6,743.0,0,Dormant / At-Risk,0.9949384,1
15421,58,10,3805.34,1,Champions,0.00015384483,0
15422,323,7,1619.97,0,Dormant / At-Risk,0.891967,1
15423,38,3,266.89,0,Dormant / At-Risk,0.99620783,1
15424,254,3,597.78,0,Dormant / At-Risk,0.9995838,1
15425,400,4,1941.12,0,Dormant / At-Risk,0.992782,1
15426,19,9,2156.35,1,Champions,0.00012569838,0
15427,33,3,1430.54,1,Champions,0.22215132,0
15428,15,4,762.75,1,Champions,0.038706854,0
15429,26,2,397.35,0,Dormant / At-Risk,0.9961999,1
15430,467,2,954.75,0,Dormant / At-Risk,0.9995839,1
15431,502,1,153.24,0,Dormant / At-Risk,0.9999256,1
15432,23,2,320.76,0,Dormant / At-Risk,0.99784327,1
15433,213,2,533.3,0,Dormant / At-Risk,0.999711,1
15434,8,11,2567.06,1,Champions,8.489455e-05,0
15435,22,1,149.29,0,Dormant / At-Risk,0.999637,1
15436,12,3,1067.75,1,Champions,0.05953502,0
15437,262,2,393.45,0,Dormant / At-Risk,0.9997335,1
15438,131,1,156.57999999999998,0,Dormant / At-Risk,0.9999324,1
15439,404,4,1269.05,0,Dormant / At-Risk,0.9970696,1
15440,54,3,383.68,0,Dormant / At-Risk,0.99729806,1
15441,396,3,1254.21,0,Dormant / At-Risk,0.99844223,1
15442,248,1,594.0,0,Dormant / At-Risk,0.99985397,1
15443,1,14,5114.2300000000005,1,Champions,6.264033e-05,0
15444,9,2,1411.21,1,Champions,0.051600818,0
15445,264,2,284.5,0,Dormant / At-Risk,0.99980086,1
15446,376,3,399.75,0,Dormant / At-Risk,0.99961865,1
15447,330,5,492.88,0,Dormant / At-Risk,0.99810886,1
15448,312,2,788.8100000000001,0,Dormant / At-Risk,0.9996947,1
15449,26,3,974.52,1,Champions,0.35942128,0
15450,30,1,429.84,0,Dormant / At-Risk,0.99928963,1
15451,434,2,226.86,0,Dormant / At-Risk,0.9999311,1
15452,29,6,1785.11,1,Champions,0.00097064255,0
15453,1,7,1371.77,1,Champions,0.001007071,0
15454,362,2,305.99,0,Dormant / At-Risk,0.9998254,1
15455,597,1,38.25,0,Dormant / At-Risk,0.9999113,1
15456,283,10,2091.52,1,Champions,0.031357538,0
15457,262,1,237.07,0,Dormant / At-Risk,0.99994445,1
15458,25,2,370.44,0,Dormant / At-Risk,0.9978021,1
15459,417,2,202.83,0,Dormant / At-Risk,0.999933,1
15460,354,1,214.26,0,Dormant / At-Risk,0.9999467,1
15461,460,2,429.7,0,Dormant / At-Risk,0.9997098,1
15462,94,4,737.05,0,Dormant / At-Risk,0.9871366,1
15463,29,1,126.14,0,Dormant / At-Risk,0.9997991,1
15464,338,1,1044.65,0,Dormant / At-Risk,0.99980396,1
15465,19,32,12100.4,1,Champions,6.47141e-05,0
15466,85,4,1560.46,0,Dormant / At-Risk,0.64737236,1
15467,9,3,524.88,1,Champions,0.123974316,0
15468,51,3,1430.48,0,Dormant / At-Risk,0.72709554,1
15469,50,3,874.25,0,Dormant / At-Risk,0.95886505,1
15470,575,1,63.42,0,Dormant / At-Risk,0.99990964,1
15471,2,3,1292.01,1,Champions,0.0041492237,0
15472,113,1,371.56,0,Dormant / At-Risk,0.99981326,1
15473,14,8,2046.0,1,Champions,0.00021721736,0
15474,595,1,150.35,0,Dormant / At-Risk,0.9999113,1
15475,77,1,454.11,0,Dormant / At-Risk,0.9997106,1
15476,380,4,2209.98,0,Dormant / At-Risk,0.98149097,1
15477,649,1,368.4,0,Dormant / At-Risk,0.99978703,1
15478,40,3,1983.48,1,Champions,0.17508817,0
15479,733,1,147.4,0,Dormant / At-Risk,0.99989796,1
15480,116,5,6279.0,1,Champions,0.0065624956,0
15481,401,1,1993.34,0,Dormant / At-Risk,0.99903595,1
15482,15,19,14417.36,1,Champions,6.507097e-05,0
15483,161,10,817.82,1,Champions,0.4582647,0
15484,1,6,4652.1,1,Champions,7.2751514e-05,0
15485,30,7,4810.92,1,Champions,0.00010394149,0
15486,527,1,102.0,0,Dormant / At-Risk,0.9999256,1
15487,679,1,231.32,0,Dormant / At-Risk,0.9999045,1
15488,92,5,431.92,0,Dormant / At-Risk,0.9452594,1
15489,22,8,2419.61,1,Champions,0.00012279981,0
15490,430,1,210.85,0,Dormant / At-Risk,0.9999441,1
15491,95,6,3100.09,1,Champions,0.0005687198,0
15492,28,2,659.46,0,Dormant / At-Risk,0.99511105,1
15493,32,9,4121.68,1,Champions,9.80045e-05,0
15494,21,5,3702.6,1,Champions,0.00015426436,0
15495,379,1,246.5,0,Dormant / At-Risk,0.9999467,1
15496,631,1,146.14,0,Dormant / At-Risk,0.9999045,1
15497,17,9,8657.39,1,Champions,6.455132e-05,0
15498,2,44,24972.86,1,Champions,6.234962e-05,0
15499,723,1,158.65,0,Dormant / At-Risk,0.99989796,1
15500,8,4,1131.56,1,Champions,0.0025130182,0
15501,404,2,399.95,0,Dormant / At-Risk,0.9997392,1
